review,rating,date,bank,source,bank_id,sentiment_label,sentiment_score,identified_theme
♥️♥️,5,2025-10-05,BOA,Google Play,2,POSITIVE,0.9437572360038756,Other
why does it keep crashing? i can't even use this. boa should do better. you have many customers and how to deal with this. i can't send money now.,1,2025-10-05,BOA,Google Play,2,NEGATIVE,0.9988381266593932,Other
it needs a timely update,5,2025-10-03,BOA,Google Play,2,NEGATIVE,0.9983032941818236,Other
"it does not show the name of the person who sent the money to request a receipt. this has become very difficult for us. when different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play,2,NEGATIVE,0.9997054934501648,Transaction Performance
i can't type my otp on it.,1,2025-10-01,BOA,Google Play,2,NEGATIVE,0.9990899562835692,Other
"most of bank apps in ethiopia are linked with ethiopian phone number, i live in us permanently so when i open boa account, i told them where i live and to link it with email address instead of phone # as ethio phone number is not working where i live, unfortunetly my fear appeared and now when i change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play,2,NEGATIVE,0.997710943222046,Other
jaajja,4,2025-09-30,BOA,Google Play,2,NEGATIVE,0.9872855544090272,Other
i love this bank the best experience ever.,5,2025-09-28,BOA,Google Play,2,POSITIVE,0.9998602867126464,Other
"nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play,2,NEGATIVE,0.9997023940086364,Other
easy and fast,5,2025-09-24,BOA,Google Play,2,POSITIVE,0.9995583891868592,Other
great,5,2025-09-20,BOA,Google Play,2,POSITIVE,0.9998630285263062,Other
mobile banking,5,2025-09-19,BOA,Google Play,2,POSITIVE,0.9076532125473022,Other
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play,2,NEGATIVE,0.9918755292892456,Other
on my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play,2,NEGATIVE,0.9964402318000792,Transaction Performance
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play,2,NEGATIVE,0.999541401863098,Transaction Performance
none,5,2025-09-14,BOA,Google Play,2,NEGATIVE,0.985345721244812,Other
very good app i ever used,5,2025-09-12,BOA,Google Play,2,POSITIVE,0.9998385906219482,Other
its nice app especially the transaction limit is extended but we face that boa m.banking app doesn't respond at the activation stage strictly at smsng mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,2,NEGATIVE,0.9979867935180664,Other
zedo,5,2025-09-11,BOA,Google Play,2,POSITIVE,0.994045615196228,Other
please open my mobile app,5,2025-09-10,BOA,Google Play,2,POSITIVE,0.9873003363609314,Other
it doesn't open,1,2025-09-10,BOA,Google Play,2,NEGATIVE,0.9997527003288268,Other
masha alla,5,2025-09-08,BOA,Google Play,2,NEGATIVE,0.9514626860618592,Other
best banking transaction application in ethiopia !,5,2025-09-05,BOA,Google Play,2,POSITIVE,0.9996905326843262,Other
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,2,NEGATIVE,0.5818163156509399,Other
tamaam kamal,1,2025-09-04,BOA,Google Play,2,POSITIVE,0.991887390613556,Other
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,2,NEGATIVE,0.7850590348243713,Other
great 👍,5,2025-09-02,BOA,Google Play,2,POSITIVE,0.9997692704200744,Other
absiniya banki,5,2025-08-29,BOA,Google Play,2,NEGATIVE,0.9083040952682496,Other
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,2,NEGATIVE,0.9996929168701172,Other
one of the best in this business,5,2025-08-25,BOA,Google Play,2,POSITIVE,0.999869465827942,Other
besat🥰,5,2025-08-19,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
unlimited experience,5,2025-08-18,BOA,Google Play,2,POSITIVE,0.9997161030769348,Other
"as bank, u should at least hire someone good at their job bc this a joke nowadays i can't even log in or even transfer without it crashing if u fix the app i will update this review i am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,2,NEGATIVE,0.999123990535736,Account Access Issues
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,2,POSITIVE,0.9997608065605164,Other
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,2,NEGATIVE,0.9977737069129944,Other
best apps,5,2025-08-15,BOA,Google Play,2,POSITIVE,0.999784529209137,Other
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,2,NEGATIVE,0.9997841715812684,Other
thank you,5,2025-08-14,BOA,Google Play,2,POSITIVE,0.9998352527618408,Other
best mobile app in the country,5,2025-08-14,BOA,Google Play,2,POSITIVE,0.999710738658905,Other
not fast,2,2025-08-12,BOA,Google Play,2,NEGATIVE,0.9949790835380554,Other
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,2,NEGATIVE,0.9948282837867736,Other
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play,2,NEGATIVE,0.9996861219406128,Other
abseniya bank app,5,2025-08-08,BOA,Google Play,2,NEGATIVE,0.6962249279022217,Other
yes goode app,5,2025-08-03,BOA,Google Play,2,POSITIVE,0.9997490048408508,Other
great app,5,2025-08-02,BOA,Google Play,2,POSITIVE,0.999821126461029,Other
1) crashes repeatedly 2) takes century to boot 3) repeatedly requires update which is very annoying. 4) it doesn't ask for password for one step confirmation when transferring money. 5) automatically stops music when the app is launched (it doesn't really matter just fyi) overall this have to be the worst mobile banking app i have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play,2,NEGATIVE,0.999749481678009,Account Access Issues
ረጀብነሱ,1,2025-07-31,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
the worst mobile banking app.,1,2025-07-31,BOA,Google Play,2,NEGATIVE,0.9997994303703308,Other
giod,5,2025-07-30,BOA,Google Play,2,POSITIVE,0.9893913269042968,Other
best bank in ethiopia,5,2025-07-29,BOA,Google Play,2,POSITIVE,0.999733030796051,Other
waqayyoo,5,2025-07-28,BOA,Google Play,2,POSITIVE,0.5036855340003967,Other
please is not working,2,2025-07-27,BOA,Google Play,2,NEGATIVE,0.9997643828392028,Other
nothing when i need to install the apk it say that re-up date,5,2025-07-25,BOA,Google Play,2,NEGATIVE,0.9985933899879456,Other
i can log in from any where,5,2025-07-23,BOA,Google Play,2,NEGATIVE,0.9497753977775574,Other
😇,3,2025-07-21,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
no proplem,5,2025-07-20,BOA,Google Play,2,NEGATIVE,0.991222620010376,Other
👍👍👍,5,2025-07-20,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
excellent app,5,2025-07-18,BOA,Google Play,2,POSITIVE,0.9998356103897096,Other
good work,5,2025-07-15,BOA,Google Play,2,POSITIVE,0.999841332435608,Other
☹️,5,2025-07-15,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
great boa,5,2025-07-14,BOA,Google Play,2,POSITIVE,0.9992689490318298,Other
okay,4,2025-07-13,BOA,Google Play,2,POSITIVE,0.9997709393501282,Other
not working,1,2025-07-12,BOA,Google Play,2,NEGATIVE,0.999777853488922,Other
this app is getting worse and worse with every update,2,2025-07-11,BOA,Google Play,2,NEGATIVE,0.999568521976471,Other
ምርጥ ነው,1,2025-07-10,BOA,Google Play,2,NEGATIVE,0.7850590348243713,Other
meku,5,2025-07-07,BOA,Google Play,2,POSITIVE,0.9421749114990234,Other
awasome app go a head,5,2025-07-04,BOA,Google Play,2,NEGATIVE,0.998092234134674,Other
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play,2,NEGATIVE,0.9994389414787292,Other
"the app is nice and easy to use but after some time it crushed and said ""error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play,2,NEGATIVE,0.9973018169403076,Other
easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,2,NEGATIVE,0.9851245284080504,Other
"the worst mba i have experienced, the app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play,2,NEGATIVE,0.9996988773345948,Other
amazing banks app👌👌,3,2025-06-25,BOA,Google Play,2,POSITIVE,0.9998063445091248,Other
good app fore me,5,2025-06-25,BOA,Google Play,2,POSITIVE,0.9998444318771362,Other
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play,2,NEGATIVE,0.9995253086090088,Other
fantastic,5,2025-06-22,BOA,Google Play,2,POSITIVE,0.9998743534088136,Other
it's nice to use.,5,2025-06-21,BOA,Google Play,2,POSITIVE,0.999835729598999,Other
app doesn't start,1,2025-06-21,BOA,Google Play,2,NEGATIVE,0.9973676800727844,Other
excellent application,5,2025-06-18,BOA,Google Play,2,POSITIVE,0.9998571872711182,Other
its very bad app its very slow,1,2025-06-17,BOA,Google Play,2,NEGATIVE,0.9998086094856262,Transaction Performance
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play,2,NEGATIVE,0.8337252736091614,Other
good job!,5,2025-06-13,BOA,Google Play,2,POSITIVE,0.9998481273651124,Other
best financial app.,5,2025-06-12,BOA,Google Play,2,POSITIVE,0.9997761845588684,Other
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play,2,NEGATIVE,0.8337252736091614,Other
the worst app humans ever created,1,2025-06-09,BOA,Google Play,2,NEGATIVE,0.9998008608818054,Other
it's not working,3,2025-06-05,BOA,Google Play,2,NEGATIVE,0.9997857213020324,Other
"hello, i’m facing a problem with the boa mobile app. every time i enter my phone number and password, the app crashes and shows an error that says “boamobile closed because this app has a bug.” i tried updating, reinstalling, and clearing cache, but nothing worked. please fix this bug in the next update. i really need access to my account. thank you.",1,2025-06-03,BOA,Google Play,2,NEGATIVE,0.999415159225464,Account Access Issues
exceptional,5,2025-06-03,BOA,Google Play,2,POSITIVE,0.9998514652252196,Other
boa mobile good bank,5,2025-06-02,BOA,Google Play,2,POSITIVE,0.9984728693962096,Other
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,2,NEGATIVE,0.993474304676056,Other
boa system is confartable,5,2025-06-01,BOA,Google Play,2,NEGATIVE,0.9980142116546632,Other
"this app, for me , is a waste of time. it doesn't work . i can't even long in, and it really piss me off. fix the problem",1,2025-05-27,BOA,Google Play,2,NEGATIVE,0.99980491399765,Other
good service.,3,2025-05-25,BOA,Google Play,2,POSITIVE,0.9998533725738524,Other
the app crush frequently,1,2025-05-24,BOA,Google Play,2,NEGATIVE,0.998525083065033,Other
you guys keeps getting worst,1,2025-05-22,BOA,Google Play,2,NEGATIVE,0.9997075200080872,Other
"this app is a joke. it crashes more than it works, takes forever to load, and half the features are just decorative at this point. can’t log in, can’t transfer money, can’t even check my balance without it bugging out. to the developer: are you actually trying to make this work, or is this some kind of social experiment to test our patience? did you build this in your sleep? because it definitely looks like it. if this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,2,NEGATIVE,0.999026656150818,Transaction Performance
boa,2,2025-05-20,BOA,Google Play,2,NEGATIVE,0.7410542368888855,Other
but not opening on android,4,2025-05-19,BOA,Google Play,2,NEGATIVE,0.9952228665351868,Other
worst app ever. totally unreliable. and it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,2,NEGATIVE,0.9997984766960144,Other
amazing,5,2025-05-18,BOA,Google Play,2,POSITIVE,0.999875545501709,Other
"this app does no work on samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,2,NEGATIVE,0.9992283582687378,Other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,2,NEGATIVE,0.9994921684265136,Other
liking this application good 👍,5,2025-05-07,BOA,Google Play,2,POSITIVE,0.9996829032897948,Other
"this app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work",1,2025-05-06,BOA,Google Play,2,NEGATIVE,0.9989790916442872,Other
it's really good 👍,5,2025-04-23,BOA,Google Play,2,POSITIVE,0.9998701810836792,Other
bad app . it stuck when you open and noting works.,1,2025-04-23,BOA,Google Play,2,NEGATIVE,0.9995198249816896,Other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,2,NEGATIVE,0.9997255206108092,Account Access Issues
it keeps showing this pop up to turn off developer options even tho it's off! i had to turn on and then off to make it work! this is a horrible experience and needs a fix asap! plus kinda slow.,1,2025-04-19,BOA,Google Play,2,NEGATIVE,0.999669909477234,Transaction Performance
yideg,1,2025-04-18,BOA,Google Play,2,NEGATIVE,0.7675821781158447,Other
great boa,5,2025-04-10,BOA,Google Play,2,POSITIVE,0.9992689490318298,Other
boa of mobile backing,5,2025-04-09,BOA,Google Play,2,NEGATIVE,0.980626106262207,Other
faster bank of abissinya,5,2025-04-08,BOA,Google Play,2,POSITIVE,0.9722142815589904,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,2,NEGATIVE,0.9996716976165771,Other
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,2,NEGATIVE,0.999774158000946,Other
like,5,2025-04-06,BOA,Google Play,2,POSITIVE,0.9910564422607422,Other
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,2,NEGATIVE,0.9998013377189636,Other
"the app gets a considerable improvements like language , qr scanner and unlimited transfers survice. but boa please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,2,POSITIVE,0.9575353264808656,Account Access Issues
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,2,NEGATIVE,0.5856854915618896,Account Access Issues
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,2,NEGATIVE,0.9693678617477416,Other
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play,2,NEGATIVE,0.9990907907485962,Transaction Performance
"after activated the application it not allowed to sign , automatically it is turn off in my phone, why ?",1,2025-03-31,BOA,Google Play,2,NEGATIVE,0.9973751306533812,Other
good application,5,2025-03-30,BOA,Google Play,2,POSITIVE,0.999854564666748,Other
this version is not working for me i cannot even buy card. i cannot send money,1,2025-03-30,BOA,Google Play,2,NEGATIVE,0.9995684027671814,Other
"it can't actively on initialization, it says incorrect otp getting the exact otp",1,2025-03-29,BOA,Google Play,2,NEGATIVE,0.9996182918548584,Other
always problematic hardly works,1,2025-03-26,BOA,Google Play,2,NEGATIVE,0.99955552816391,Other
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,2,NEGATIVE,0.9997418522834778,Other
"worst app and bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,2,NEGATIVE,0.9998050332069396,Other
great boa,5,2025-03-22,BOA,Google Play,2,POSITIVE,0.9992689490318298,Other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,2,NEGATIVE,0.9988333582878112,Other
there is no speed,1,2025-03-19,BOA,Google Play,2,NEGATIVE,0.9994422793388368,Other
"for anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,2,NEGATIVE,0.999398112297058,Other
wonderful,5,2025-03-19,BOA,Google Play,2,POSITIVE,0.9998772144317628,Other
all worck,5,2025-03-19,BOA,Google Play,2,NEGATIVE,0.9971314668655396,Other
loved it,5,2025-03-14,BOA,Google Play,2,POSITIVE,0.9998797178268432,Other
wow,1,2025-03-14,BOA,Google Play,2,POSITIVE,0.999592125415802,Other
"edit: new bug, app not letting me type in my otp codes. shameful why does this app not allow me to use it while having developer options on? did y'all consider that i might, perhaps, be an actual developer? why am i expected to toggle the option on and off just to bank (restarting my phone when i do)? why is the message labled as somthing that will ""smoothen"" the experience? this is like the most ""security consultant"" thing to implement in an app. please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,2,NEGATIVE,0.9985970854759216,Other
improved to be the best,5,2025-03-11,BOA,Google Play,2,POSITIVE,0.9998570680618286,Other
"decent, but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self boe dev fix this !!!",3,2025-03-11,BOA,Google Play,2,NEGATIVE,0.99748432636261,Transaction Performance
boa greqt ethiopian bank.,5,2025-03-11,BOA,Google Play,2,NEGATIVE,0.8457716703414917,Other
"the bug is still there,the app crashes every time i try to log in, especially in old phones like my galaxy a32",1,2025-03-10,BOA,Google Play,2,NEGATIVE,0.9994600415229796,Other
almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,2,NEGATIVE,0.9741679430007936,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,2,POSITIVE,0.9998214840888976,Other
wonderfull app,5,2025-03-08,BOA,Google Play,2,POSITIVE,0.9998815059661864,Other
i can't use this app why?,5,2025-03-07,BOA,Google Play,2,NEGATIVE,0.9993101358413696,Other
worst mobile banking app i ever experienced i was blaming other apps but comparing with this they're too much better!!!! it clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,2,NEGATIVE,0.9997013211250304,Account Access Issues
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as boa make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,2,NEGATIVE,0.9998133778572084,Other
aga b girja miss language of admin afaan oromo & other itoophiyaa languages,1,2025-03-04,BOA,Google Play,2,NEGATIVE,0.9959415793418884,Other
"i downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,2,NEGATIVE,0.9916398525238036,Other
it has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,2,NEGATIVE,0.9956711530685424,Other
very poor proformance,1,2025-03-01,BOA,Google Play,2,NEGATIVE,0.9998043179512024,Other
it's not opening. really frustrating,1,2025-03-01,BOA,Google Play,2,NEGATIVE,0.9997020363807678,Other
verry amazing app from all ib,5,2025-03-01,BOA,Google Play,2,POSITIVE,0.9997394680976868,Other
not working on this days,1,2025-02-26,BOA,Google Play,2,NEGATIVE,0.9972773194313048,Other
thank you boa,5,2025-02-23,BOA,Google Play,2,POSITIVE,0.9998399019241332,Other
best banking app in the wworld,5,2025-02-22,BOA,Google Play,2,POSITIVE,0.999572217464447,Other
nice app and it's easy to use,5,2025-02-21,BOA,Google Play,2,POSITIVE,0.999751627445221,Other
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,2,NEGATIVE,0.999267876148224,Transaction Performance
this is help full i like ittttt,5,2025-02-14,BOA,Google Play,2,POSITIVE,0.9977995753288268,Customer Support
the is not functional at all?,2,2025-02-12,BOA,Google Play,2,NEGATIVE,0.9997331500053406,Other
best bank,5,2025-02-08,BOA,Google Play,2,POSITIVE,0.9997438788414,Other
make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,2,POSITIVE,0.9997236132621764,Other
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
i have been using this app for two years.it is amazing.,5,2025-02-01,BOA,Google Play,2,POSITIVE,0.9998595714569092,Other
good 👍,5,2025-01-31,BOA,Google Play,2,POSITIVE,0.9998576641082764,Other
sad experience,1,2025-01-30,BOA,Google Play,2,NEGATIVE,0.999068796634674,Other
always do update and that is annoying,3,2025-01-27,BOA,Google Play,2,NEGATIVE,0.9994439482688904,Other
"best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,2,NEGATIVE,0.6387038230895996,Other
i can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,2,NEGATIVE,0.9946038126945496,Other
whenever i try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,2,NEGATIVE,0.997660994529724,Other
beter,5,2025-01-21,BOA,Google Play,2,POSITIVE,0.6771944165229797,Other
boa,4,2025-01-18,BOA,Google Play,2,NEGATIVE,0.7410542368888855,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ it's not app it's very slow ehhhh. why don't you upgrade the app???? it's always zero,1,2025-01-18,BOA,Google Play,2,NEGATIVE,0.9979276657104492,Transaction Performance
aadan axmed barkhadle,5,2025-01-17,BOA,Google Play,2,POSITIVE,0.6127519011497498,Other
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
horrible customer service and app crashes horrible!!,1,2025-01-15,BOA,Google Play,2,NEGATIVE,0.9997913241386414,Customer Support
i love it,5,2025-01-14,BOA,Google Play,2,POSITIVE,0.9998799562454224,Other
it keeps asking me to turn off developer mode even when dev mode is off. couldn't use it.,1,2025-01-13,BOA,Google Play,2,NEGATIVE,0.9985793828964232,Other
good🙏,5,2025-01-12,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
like to much,5,2025-01-11,BOA,Google Play,2,POSITIVE,0.9997984766960144,Other
perfect,5,2025-01-09,BOA,Google Play,2,POSITIVE,0.9998517036437988,Other
the best of best,5,2025-01-09,BOA,Google Play,2,POSITIVE,0.9998393058776855,Other
i was using this app for long time it amazing user friendly ui but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,2,NEGATIVE,0.9016599655151368,User Interface & Experience
great 👍,5,2025-01-04,BOA,Google Play,2,POSITIVE,0.9997692704200744,Other
fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,2,POSITIVE,0.9997920393943788,User Interface & Experience
good app and helpful,5,2025-01-03,BOA,Google Play,2,POSITIVE,0.9998565912246704,Customer Support
"i will give only one star, because it faced with multiple of problems. 1. the app is not as fast as the other banks app, for e.g like cbe 2. the app asks repeatedly to switch off developer options, even if it is switched off. 3. bank of abyssinia's services are interesting, but they ignored the issues on the app service. 4. most customers gave a complain on the app, but no one accept their complain to fix the issue. 5. lastly, i will not recommend the app unless the issue has been solved asap!!",1,2025-01-03,BOA,Google Play,2,NEGATIVE,0.9978498220443726,Other
by assessing this you can tell abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,2,NEGATIVE,0.9992759823799132,Other
it doesn't work at all.,2,2025-01-02,BOA,Google Play,2,NEGATIVE,0.9997771382331848,Other
this app is not available,1,2025-01-02,BOA,Google Play,2,NEGATIVE,0.9997593760490416,Other
wow what amazing,5,2024-12-30,BOA,Google Play,2,POSITIVE,0.9998555183410645,Other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,2,NEGATIVE,0.9733067750930786,Other
lemn embi yilal??,5,2024-12-30,BOA,Google Play,2,NEGATIVE,0.990697145462036,Other
it's useless app downgraded.,1,2024-12-29,BOA,Google Play,2,NEGATIVE,0.999807059764862,Other
why is not letting me access my account. the whole point of this app is for me to gey access to my account without physically being at the bank. i would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,2,NEGATIVE,0.7652340531349182,Account Access Issues
when are you going to get rid of this and have a real app that works? by far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,2,NEGATIVE,0.9997933506965636,Other
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,2,NEGATIVE,0.8616330027580261,Other
not that much bad,3,2024-12-22,BOA,Google Play,2,POSITIVE,0.998815894126892,Other
fine,5,2024-12-21,BOA,Google Play,2,POSITIVE,0.9998335838317872,Other
the dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,2,NEGATIVE,0.995487630367279,Other
nic ap,5,2024-12-19,BOA,Google Play,2,POSITIVE,0.9873360991477966,Other
the forest app ever,1,2024-12-19,BOA,Google Play,2,POSITIVE,0.9840954542160034,Other
"i love boa more than anyone but they are cursed when it comed to mobile banking. even though this ine is hetter it still s*cks! it will ask me to turn off developer options other wise it won't work! i use cbe, awash birr, tekebirr, dashen bank and others but non of them asked me this, why only boa? please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,2,NEGATIVE,0.9967040419578552,Other
bank of abissena,1,2024-12-17,BOA,Google Play,2,POSITIVE,0.9480117559432985,Other
"easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,2,NEGATIVE,0.9888866543769836,Other
good,5,2024-12-15,BOA,Google Play,2,POSITIVE,0.999816119670868,Other
the worst banking app ever. never works!,1,2024-12-14,BOA,Google Play,2,NEGATIVE,0.999800741672516,Other
poorly functioning app,3,2024-12-13,BOA,Google Play,2,NEGATIVE,0.999775230884552,Other
very nice,5,2024-12-13,BOA,Google Play,2,POSITIVE,0.9998563528060912,Other
your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,2,NEGATIVE,0.999800741672516,Other
it has been a while since you guys started giving the mobile app service but still couldn't get it to work. i'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,1,2024-12-10,BOA,Google Play,2,NEGATIVE,0.9997615218162536,Other
"this is the best app; many features are awesome, but it should work without the need to turn off the developer options. i'm tired of having to constantly switch the developer options off and on. i've been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,2,POSITIVE,0.9543284177780152,Customer Support
"i’m giving this app one star because there are no options below that. my experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. people choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst i’ve used. i hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,2,NEGATIVE,0.9997000694274902,Other
very unprofessional and mischievous bank in my opinion. i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income. how absurd. if you can avoid this bank.,1,2024-12-06,BOA,Google Play,2,NEGATIVE,0.9941067695617676,Other
it doesn't work on my 2 devices a05 and a34 😡,1,2024-12-02,BOA,Google Play,2,NEGATIVE,0.9996792078018188,Other
my attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,2,POSITIVE,0.9926175475120544,Other
"i have a worst experience while using this mobile application through out the year. most of the time it fails to ""login"" or automatically closed the app. and also it takes so much loading time (5 minutes +) trying to access the internal services. sometimes also while transferring within and to other bank also fails. so, boa please fix your app.",1,2024-11-29,BOA,Google Play,2,NEGATIVE,0.999800145626068,Account Access Issues
i don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,2,POSITIVE,0.806429922580719,Other
this application is losing major factions on a daily basis. i can count how many times i have used this app; it is completely useless and disappointing if i am not going to use it in times of need then i don't see the point.,1,2024-11-28,BOA,Google Play,2,NEGATIVE,0.99979966878891,Other
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,2,NEGATIVE,0.994447946548462,Other
the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,1,2024-11-26,BOA,Google Play,2,NEGATIVE,0.999749720096588,Other
👏👏👏,5,2024-11-24,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
money,5,2024-11-24,BOA,Google Play,2,POSITIVE,0.9659326076507568,Other
it needs more improvment,2,2024-11-24,BOA,Google Play,2,NEGATIVE,0.998616099357605,Other
